id,Response
381110,0.0007006163418204921
381111,0.12452633443400307
381112,0.26643186035180566
381113,0.007561889580593235
381114,0.00012394993108373226
381115,0.0002850715494788833
381116,0.0006445515709865565
381117,0.0007363642897701237
381118,0.38416492448304085
381119,0.0023941727561455043
381120,0.0013580136869846791
381121,0.11880025932238249
381122,0.0001666414523299021
381123,0.1931193056334021
381124,0.13342893981576662
381125,0.00027160662574868613
381126,0.11226911006613588
381127,0.2765106572355388
381128,0.0001830028609742791
381129,0.0008475107630602913
381130,0.000190793132970229
381131,0.00013761675579564972
381132,0.05451806725250192
381133,0.2037753754302394
381134,0.20236599458040588
381135,0.00012551084173299473
381136,8.207724921032716e-05
381137,0.000820705727565943
381138,0.0011330231050719838
381139,0.00029467248078651195
381140,0.12701045819247853
381141,1.4288464616570824e-05
381142,9.8891223106563e-06
381143,0.0009585784234975508
381144,0.10122374324893042
381145,0.3637224618937767
381146,0.0001716995275726036
381147,0.042228460147958245
381148,0.0013696730830493858
381149,0.0003026513446634417
381150,0.3166156725350394
381151,0.5831504191344614
381152,0.0002714217402817865
381153,0.22487316963095663
381154,0.3425922830873011
381155,0.05947126195171704
381156,0.000125889020986545
381157,0.026441081566033055
381158,0.32722619089142224
381159,0.19166870595779753
381160,0.5034130496830639
381161,0.00877835794534124
381162,0.00013287727587330553
381163,0.23361912806437038
381164,0.0006520455205194295
381165,0.07371415837330149
381166,0.12406193046283032
381167,0.00033929798425164857
381168,0.00018268117255151737
381169,0.01485991430628526
381170,0.0004263354305675506
381171,9.541291734032424e-05
381172,0.4411024397155794
381173,0.08741494314068528
381174,0.00012900462638036544
381175,0.0001710714135454117
381176,0.00012063737918342583
381177,0.18816517436427535
381178,0.1474725754823125
381179,0.00017793095508781886
381180,0.016983591943454317
381181,0.0002948376004209119
381182,0.4006814895784443
381183,0.00025723607686801156
381184,0.0020968705639979332
381185,0.00015395613826940462
381186,0.3483276628029368
381187,0.4300459053847193
381188,0.1346980991331452
381189,0.04565043821305878
381190,8.655400230833206e-05
381191,0.0819136531475222
381192,0.021700395480475657
381193,0.00342234236589185
381194,0.14258260632674247
381195,0.06741661801875982
381196,0.00029346076182659616
381197,0.0645008915724036
381198,0.10396333281773953
381199,0.16096350801122158
381200,0.0003370780270684464
381201,0.0006372715672254839
381202,0.337990451460124
381203,0.5694114418544468
381204,0.07073525450876704
381205,0.0003787517748781556
381206,0.08279895617117781
381207,0.00016588367695922338
381208,0.054306172373962035
381209,4.2165402218009265e-05
381210,0.15779928473537988
381211,1.808529936391675e-05
381212,0.2794311527169829
381213,0.28318793497411343
381214,0.2211406192405332
381215,0.0728810905384302
381216,0.08133714826916506
381217,0.0003070015464764735
381218,0.3167446923378862
381219,0.45833739045738714
381220,0.0005573957167606531
381221,0.3212606918710538
381222,0.0005225762451082096
381223,0.0001569923134670028
381224,0.054217244663897934
381225,0.43495601356729746
381226,0.184066639033348
381227,0.33098664851420473
381228,0.02467430837871795
381229,0.15288246755669638
381230,0.00036406362499081466
381231,0.0003430329594056835
381232,0.2968546839153759
381233,0.0004726747286745784
381234,0.19424006263881377
381235,0.0002264573734499788
381236,0.0801246547210245
381237,0.0001292954517841531
381238,0.0001332299481335502
381239,0.00012324911843378
381240,8.488556751671553e-05
381241,0.19011547711642313
381242,0.00024246529541576404
381243,0.0004346793153890988
381244,0.1353793353020576
381245,7.879562421177936e-05
381246,0.281597073068247
381247,0.43908490735588573
381248,0.000139945158940513
381249,0.10144800385488596
381250,0.0004906757269456407
381251,0.0006799811794094379
381252,0.001348821203783259
381253,0.0011501087856521678
381254,0.00021316996827999934
381255,0.22318005059726906
381256,0.2075208251341188
381257,0.00032983044731596344
381258,0.008561403268493117
381259,0.22642324788709012
381260,0.012189180867434255
381261,0.18951910491444748
381262,0.3030694985759279
381263,0.0002697830345685126
381264,0.22209009938840235
381265,0.12690157362254093
381266,0.00043315391552918125
381267,4.7807610189767825e-05
381268,0.0003110136226235089
381269,0.11294746039795604
381270,0.08658373601881299
381271,0.08344744016778766
381272,0.0004791273844285772
381273,0.0001260801494500664
381274,0.0002986893999531111
381275,0.002213631256330858
381276,0.07556672801229393
381277,0.0009216419219832521
381278,0.4801645511940781
381279,0.1606011839095433
381280,0.000682340597589713
381281,0.04090911454703672
381282,0.0002129467445013301
381283,0.0008469206119640535
381284,0.18476993354320292
381285,0.00014955374828538016
381286,0.00012550958774366637
381287,0.00639320045471304
381288,0.32438114562509646
381289,0.3806903866342994
381290,0.14967841519125794
381291,0.10593074550920031
381292,0.06916747844591063
381293,8.010657105606971e-05
381294,0.14037335587349986
381295,0.00020391503786461158
381296,0.30879606518955716
381297,0.00023913041661245685
381298,0.00016693790487838563
381299,0.0010163689899689338
381300,0.013034083785979176
381301,0.10994822078849266
381302,4.507025362253138e-05
381303,0.0001498671382393913
381304,0.00047320953314233946
381305,0.007193014442639852
381306,0.1616405342925609
381307,0.00012483486598380047
381308,0.26767748281334
381309,0.00016729886456222481
381310,0.24657532442835453
381311,2.7088951443694262e-05
381312,0.0016559674997258427
381313,0.3640429511357411
381314,0.01599290938249413
381315,0.0002749504910371328
381316,0.2441011666671426
381317,0.014702198059036784
381318,0.3343776758259244
381319,0.001258590601118354
381320,0.08083873273926233
381321,0.22300611834501913
381322,0.0926782121466837
381323,0.006595493913622037
381324,0.000279836934642279
381325,0.20659195918426637
381326,0.0005867479790938844
381327,0.027620168331060634
381328,7.71087590941236e-05
381329,0.0828644629854219
381330,0.00044217738409107213
381331,0.36893797543585466
381332,0.00018861477175980426
381333,5.198083142961761e-05
381334,0.0007626760356910389
381335,0.0009400552742076553
381336,0.0008339855010337066
381337,9.271759984589984e-05
381338,0.18084959243491602
381339,0.02530884228405683
381340,0.00143271305607297
381341,0.00022217664108945876
381342,0.0004981688533485076
381343,3.7908568494246887e-05
381344,0.2836470903021913
381345,0.00024784636021358495
381346,0.038895897664324254
381347,0.17272709991187946
381348,0.001955427327451084
381349,0.00018984194913778164
381350,0.00027605751634146835
381351,0.20920398848210903
381352,0.0003158655809600628
381353,0.07448268988313404
381354,0.000398123827079274
381355,0.00031147904381626656
381356,1.5189936233931691e-05
381357,0.0001368587545666436
381358,0.00012261132258532668
381359,0.3151919200889217
381360,0.07917816139031432
381361,5.080606413108469e-05
381362,0.030678276706024632
381363,0.06931598113922471
381364,6.437451025772261e-05
381365,0.6408888904666653
381366,0.34393836464756766
381367,0.08552852709372581
381368,0.0025455318301590255
381369,0.2820980133241668
381370,0.000500098818107263
381371,0.35556785700883303
381372,0.1144911559627297
381373,2.7801580127467458e-05
381374,0.13212801937048793
381375,0.0001076138576409826
381376,0.26154628686622605
381377,0.009236464001241123
381378,0.33918906252092446
381379,0.09073232826042793
381380,0.00012526474823466199
381381,0.18799092439659332
381382,0.2796440440203619
381383,0.000361235265324013
381384,0.7356266513222529
381385,0.07308136441961736
381386,0.09663316037572166
381387,0.09242805456358874
381388,0.24246171103233313
381389,0.2322280009534849
381390,0.1434423364504658
381391,0.1874417937208148
381392,0.3354309762526441
381393,6.901626989319356e-05
381394,0.0006934962236829827
381395,0.03180600986193497
381396,0.00032653094483463344
381397,0.0007481407546634657
381398,0.00010091815963169084
381399,5.626278629998734e-06
381400,0.0007147307492364111
381401,0.03007557726528283
381402,0.23556245289820985
381403,0.004211066749862473
381404,0.036740555298943746
381405,0.4832108577165683
381406,0.311062056205606
381407,0.14501074813579154
381408,0.10342603822805495
381409,0.01336799031606069
381410,0.0005768953065615504
381411,0.05377670105350521
381412,0.03769079900288637
381413,0.07156451201328225
381414,0.15682390387077802
381415,0.002053622071755399
381416,7.372561034431574e-05
381417,0.4085118736065222
381418,0.00020431735682186362
381419,0.00018782641489702484
381420,0.00025051252984371284
381421,0.1846195667611797
381422,0.06000652350526955
381423,0.3279998941973663
381424,0.0015866097633508525
381425,0.4407985029618497
381426,0.011203314569551499
381427,0.0004356569279206216
381428,0.1296561086943263
381429,0.21304317727390493
381430,0.20671016617022425
381431,0.017970184927069976
381432,0.14472754140934468
381433,0.19822974845865032
381434,0.0005094910508741266
381435,0.16076337746333524
381436,0.12031355444927626
381437,0.23325079006594893
381438,0.4937223625367814
381439,0.2233530344497861
381440,0.00045990165380112953
381441,0.13292962099596903
381442,0.5517557991514447
381443,0.06764167736681478
381444,0.0007411934474018247
381445,1.9273820251188782e-05
381446,0.4281138188262159
381447,0.06706716161846595
381448,0.00035815604149713834
381449,0.09454425222389656
381450,0.29420087845153936
381451,0.00014122342253297638
381452,0.3176751926582613
381453,0.0007605320144230603
381454,0.032828851901357405
381455,0.05285693449255809
381456,0.014431597272841124
381457,0.14616326612824013
381458,0.00017496026047022047
381459,0.00039097362358282695
381460,9.145603991889669e-05
381461,0.0002575976677892904
381462,0.00018317754927181745
381463,0.7276399051948202
381464,0.20578672456249322
381465,0.17044776908467982
381466,0.0009096854033225089
381467,0.14081305973946498
381468,7.612499196255747e-05
381469,0.12367202479851434
381470,0.07625096003071731
381471,0.013455292586795073
381472,0.27232566258182567
381473,0.21869516247315976
381474,0.0007206323270671451
381475,0.4211692386579247
381476,0.15075168074533982
381477,0.0032829447064971814
381478,0.00030292090361346604
381479,0.17784709668612697
381480,6.261024888976973e-05
381481,0.4394317358348937
381482,0.308369040067841
381483,0.00025331096626220645
381484,0.08622904109122362
381485,0.13755136389673683
381486,5.266620769726031e-05
381487,0.020053067672009473
381488,0.0001277418298789282
381489,0.26284059314525915
381490,0.5006125047055673
381491,0.5114476414116521
381492,0.41114395161408246
381493,3.388684615015081e-05
381494,0.0007913073256538291
381495,0.0002252823605682971
381496,0.18031451360865333
381497,0.0008994345842288732
381498,0.0014722683506329514
381499,0.17291438145512622
381500,0.014542764231189931
381501,0.21902913481115993
381502,0.0002565477609385445
381503,0.0001113987741011153
381504,0.00034305120089133203
381505,0.0002741637001551969
381506,0.00025951162619835535
381507,0.22395544035012477
381508,0.00014817194943435338
381509,0.25082968352133683
381510,0.2719981964500085
381511,0.23573959785293758
381512,0.00033129911601838133
381513,0.08366567888887996
381514,0.5080393505699945
381515,0.2711865144704624
381516,0.00040010835352467854
381517,0.29462971862458026
381518,0.06440282232888904
381519,0.18484240154126133
381520,0.3885460167822456
381521,0.17898819272282818
381522,0.00013310427622784655
381523,0.00033736786435352017
381524,0.32662543149691414
